date,최대전력(MW)
2016.7.18,71810
2016.7.19,75150
2016.7.20,76667
2016.7.21,76366
2016.7.22,77815
2016.7.23,69122
2016.7.24,65790
2016.7.25,80215
2016.7.26,81110
2016.7.27,80482
2016.7.28,79547
2016.7.29,76408
2016.7.30,66669
2016.7.31,64469
2016.8.1,68944
2016.8.2,68743
2016.8.3,69613
2016.8.4,75694
2016.8.5,77573
2016.8.6,71602
2016.8.7,67510
2016.8.8,83700
2016.8.9,82724
2016.8.10,83123
2016.8.11,84974
2016.8.12,85183
2016.8.13,74429
2016.8.14,67993
2016.8.15,71947
2016.8.16,83068
2016.8.17,83296
2016.8.18,83742
2016.8.19,82770
2016.8.20,72886
2016.8.21,67470
2016.8.22,83731
2016.8.23,82564
2016.8.24,81362
2016.8.25,81780
2016.8.26,71673
2016.8.27,61325
2016.8.28,55005
2016.8.29,67384
2016.8.30,66987
2016.8.31,66093
2016.9.1,72151
2016.9.2,70674
2016.9.3,62793
2016.9.4,59979
2016.9.5,75299
2016.9.6,74763
2016.9.7,74096
2016.9.8,72779
2016.9.9,72942
2016.9.10,64267
2016.9.11,59361
2016.9.12,70245
2016.9.13,67051
2016.9.14,50931
2016.9.15,48036
2016.9.16,51254
2016.9.17,52183
2016.9.18,55063
2016.9.19,66807
2016.9.20,65571
2016.9.21,65243
2016.9.22,66526
2016.9.23,67087
2016.9.24,59413
2016.9.25,55864
2016.9.26,68737
2016.9.27,69576
2016.9.28,68539
2016.9.29,66486
2016.9.30,65346
2016.10.1,57724
2016.10.2,54396
2016.10.3,59881
2016.10.4,68076
2016.10.5,66398
2016.10.6,65864
2016.10.7,66082
2016.10.8,58538
2016.10.9,53219
2016.10.10,64320
2016.10.11,65143
2016.10.12,64249
2016.10.13,65420
2016.10.14,64400
2016.10.15,56484
2016.10.16,54441
2016.10.17,65430
2016.10.18,66241
2016.10.19,65157
2016.10.20,66271
2016.10.21,64898
2016.10.22,57118
2016.10.23,54151
2016.10.24,65420
2016.10.25,66171
2016.10.26,64893
2016.10.27,65786
2016.10.28,65408
2016.10.29,58250
2016.10.30,54656
2016.10.31,68282
2016.11.1,68949
2016.11.2,68711
2016.11.3,68016
2016.11.4,67038
2016.11.5,58041
2016.11.6,55010
2016.11.7,65572
2016.11.8,68309
2016.11.9,67885
2016.11.10,69906
2016.11.11,67352
2016.11.12,58495
2016.11.13,55217
2016.11.14,66834
2016.11.15,67832
2016.11.16,68765
2016.11.17,67768
2016.11.18,67877
2016.11.19,60212
2016.11.20,55821
2016.11.21,68476
2016.11.22,71284
2016.11.23,72066
2016.11.24,74022
2016.11.25,73611
2016.11.26,66203
2016.11.27,59455
2016.11.28,73520
2016.11.29,74156
2016.11.30,74959
2016.12.1,72598
2016.12.2,73589
2016.12.3,62882
2016.12.4,58853
2016.12.5,72596
2016.12.6,74652
2016.12.7,76917
2016.12.8,76313
2016.12.9,73993
2016.12.10,65024
2016.12.11,61800
2016.12.12,77426
2016.12.13,76461
2016.12.14,77634
2016.12.15,78945
2016.12.16,79966
2016.12.17,67116
2016.12.18,61057
2016.12.19,76506
2016.12.20,74281
2016.12.21,74306
2016.12.22,73690
2016.12.23,77048
2016.12.24,66078
2016.12.25,61186
2016.12.26,77204
2016.12.27,76864
2016.12.28,77863
2016.12.29,77900
2016.12.30,76199
2016.12.31,63693
2017.1.1,59234
2017.1.2,72901
2017.1.3,75471
2017.1.4,75778
2017.1.5,76304
2017.1.6,74060
2017.1.7,64879
2017.1.8,59058
2017.1.9,75090
2017.1.10,76690
2017.1.11,78898
2017.1.12,78403
2017.1.13,80079
2017.1.14,69894
2017.1.15,66021
2017.1.16,80790
2017.1.17,81681
2017.1.18,79959
2017.1.19,80171
2017.1.20,81765
2017.1.21,71225
2017.1.22,66749
2017.1.23,83657
2017.1.24,82884
2017.1.25,81686
2017.1.26,78670
2017.1.27,62908
2017.1.28,56442
2017.1.29,57667
2017.1.30,62634
2017.1.31,77034
2017.2.1,80173
2017.2.2,80243
2017.2.3,78232
2017.2.4,67533
2017.2.5,62577
2017.2.6,78251
2017.2.7,80163
2017.2.8,79274
2017.2.9,80002
2017.2.10,81268
2017.2.11,69363
2017.2.12,64047
2017.2.13,79050
2017.2.14,78279
2017.2.15,77770
2017.2.16,75604
2017.2.17,74358
2017.2.18,65574
2017.2.19,61553
2017.2.20,76063
2017.2.21,77149
2017.2.22,78523
2017.2.23,75909
2017.2.24,75970
2017.2.25,64596
2017.2.26,60444
2017.2.27,73564
2017.2.28,73617
2017.3.1,64523
2017.3.2,75921
2017.3.3,74262
2017.3.4,62651
2017.3.5,58780
2017.3.6,73396
2017.3.7,76756
2017.3.8,76634
2017.3.9,74556
2017.3.10,73349
2017.3.11,62468
2017.3.12,57589
2017.3.13,70385
2017.3.14,70674
2017.3.15,71134
2017.3.16,70775
2017.3.17,70322
2017.3.18,61921
2017.3.19,56890
2017.3.20,69809
2017.3.21,68210
2017.3.22,70170
2017.3.23,69549
2017.3.24,69257
2017.3.25,61395
2017.3.26,57467
2017.3.27,70135
2017.3.28,70060
2017.3.29,69891
2017.3.30,67807
2017.3.31,68976
2017.4.1,59219
2017.4.2,56420
2017.4.3,65686
2017.4.4,65973
2017.4.5,68200
2017.4.6,69129
2017.4.7,65396
2017.4.8,56759
2017.4.9,54617
2017.4.10,63993
2017.4.11,65921
2017.4.12,64262
2017.4.13,64430
2017.4.14,64493
2017.4.15,55961
2017.4.16,54282
2017.4.17,66355
2017.4.18,65101
2017.4.19,62985
2017.4.20,65335
2017.4.21,63284
2017.4.22,56424
2017.4.23,54420
2017.4.24,63820
2017.4.25,64533
2017.4.26,63329
2017.4.27,63751
2017.4.28,62861
2017.4.29,55507
2017.4.30,54163
2017.5.1,56790
2017.5.2,62100
2017.5.3,58991
2017.5.4,60366
2017.5.5,56195
2017.5.6,53271
2017.5.7,53449
2017.5.8,63803
2017.5.9,61163
2017.5.10,65137
2017.5.11,65315
2017.5.12,66500
2017.5.13,57892
2017.5.14,54246
2017.5.15,64452
2017.5.16,64434
2017.5.17,65506
2017.5.18,66176
2017.5.19,66619
2017.5.20,58028
2017.5.21,55580
2017.5.22,67482
2017.5.23,67772
2017.5.24,67810
2017.5.25,67007
2017.5.26,64402
2017.5.27,56633
2017.5.28,55277
2017.5.29,69854
2017.5.30,69887
2017.5.31,69234
2017.6.1,68853
2017.6.2,65633
2017.6.3,56898
2017.6.4,54654
2017.6.5,65530
2017.6.6,61087
2017.6.7,67008
2017.6.8,66753
2017.6.9,67241
2017.6.10,58759
2017.6.11,55233
2017.6.12,66895
2017.6.13,68006
2017.6.14,68179
2017.6.15,70246
2017.6.16,71332
2017.6.17,61261
2017.6.18,57785
2017.6.19,72473
2017.6.20,73961
2017.6.21,73408
2017.6.22,73196
2017.6.23,75077
2017.6.24,63296
2017.6.25,58182
2017.6.26,73186
2017.6.27,73199
2017.6.28,74442
2017.6.29,74958
2017.6.30,75413
2017.7.1,64637
2017.7.2,61902
2017.7.3,77051
2017.7.4,78325
2017.7.5,78494
2017.7.6,80673
2017.7.7,78640
2017.7.8,68187
2017.7.9,64400
2017.7.10,78441
2017.7.11,79685
2017.7.12,80087
2017.7.13,81830
2017.7.14,83214
2017.7.15,69532
2017.7.16,65320
2017.7.17,81042
2017.7.18,80451
2017.7.19,82682
2017.7.20,84558
2017.7.21,84586
2017.7.22,75408
2017.7.23,68319
2017.7.24,82052
2017.7.25,83321
2017.7.26,80610
2017.7.27,79180
2017.7.28,78700
2017.7.29,66214
2017.7.30,63971
2017.7.31,69467
2017.8.1,71974
2017.8.2,73103
2017.8.3,74343
2017.8.4,76990
2017.8.5,72300
2017.8.6,70906
2017.8.7,84489
2017.8.8,83775
2017.8.9,80418
2017.8.10,79807
2017.8.11,80629
2017.8.12,69570
2017.8.13,61500
2017.8.14,72855
2017.8.15,67072
2017.8.16,75902
2017.8.17,77288
2017.8.18,77648
2017.8.19,67973
2017.8.20,62497
2017.8.21,79104
2017.8.22,80879
2017.8.23,83840
2017.8.24,83432
2017.8.25,79071
2017.8.26,63547
2017.8.27,59950
2017.8.28,75454
2017.8.29,71234
2017.8.30,68797
2017.8.31,70229
2017.9.1,70931
2017.9.2,61591
2017.9.3,58814
2017.9.4,72688
2017.9.5,71944
2017.9.6,71880
2017.9.7,71699
2017.9.8,73038
2017.9.9,64087
2017.9.10,59509
2017.9.11,70946
2017.9.12,72229
2017.9.13,70373
2017.9.14,71099
2017.9.15,69521
2017.9.16,60602
2017.9.17,58088
2017.9.18,71299
2017.9.19,73115
2017.9.20,68979
2017.9.21,69362
2017.9.22,69987
2017.9.23,61791
2017.9.24,59195
2017.9.25,72798
2017.9.26,72947
2017.9.27,70978
2017.9.28,68330
2017.9.29,64707
2017.9.30,58351
2017.10.1,56530
2017.10.2,55447
2017.10.3,48934
2017.10.4,46004
2017.10.5,48919
2017.10.6,52312
2017.10.7,54716
2017.10.8,56165
2017.10.9,62781
2017.10.10,70113
2017.10.11,68423
2017.10.12,67158
2017.10.13,66400
2017.10.14,58848
2017.10.15,56499
2017.10.16,67783
2017.10.17,68021
2017.10.18,67701
2017.10.19,68224
2017.10.20,66981
2017.10.21,58896
2017.10.22,56047
2017.10.23,67501
2017.10.24,67971
2017.10.25,67111
2017.10.26,67751
2017.10.27,66589
2017.10.28,58510
2017.10.29,56295
2017.10.30,68265
2017.10.31,67675
2017.11.1,66262
2017.11.2,67063
2017.11.3,66731
2017.11.4,58933
2017.11.5,56809
2017.11.6,68148
2017.11.7,67851
2017.11.8,66862
2017.11.9,67500
2017.11.10,68299
2017.11.11,59621
2017.11.12,57618
2017.11.13,70689
2017.11.14,70501
2017.11.15,71978
2017.11.16,72971
2017.11.17,74345
2017.11.18,64400
2017.11.19,61715
2017.11.20,76794
2017.11.21,77327
2017.11.22,77349
2017.11.23,77003
2017.11.24,77605
2017.11.25,65980
2017.11.26,61257
2017.11.27,76318
2017.11.28,76519
2017.11.29,74378
2017.11.30,77048
2017.12.1,77668
2017.12.2,66179
2017.12.3,61218
2017.12.4,79221
2017.12.5,80788
2017.12.6,80911
2017.12.7,80127
2017.12.8,81361
2017.12.9,68767
2017.12.10,64000
2017.12.11,83927
2017.12.12,85133
2017.12.13,84012
2017.12.14,84968
2017.12.15,84115
2017.12.16,70890
2017.12.17,66825
2017.12.18,84640
2017.12.19,83873
2017.12.20,83664
2017.12.21,83450
2017.12.22,81852
2017.12.23,67211
2017.12.24,63302
2017.12.25,66498
2017.12.26,81374
2017.12.27,83589
2017.12.28,83478
2017.12.29,78857
2017.12.30,64779
2017.12.31,62446
2018.1.1,62145
2018.1.2,79331
2018.1.3,81596
2018.1.4,84027
2018.1.5,82551
2018.1.6,68502
2018.1.7,64428
2018.1.8,83012
2018.1.9,84021
2018.1.10,84978
2018.1.11,85612
2018.1.12,85497
2018.1.13,72843
2018.1.14,66286
2018.1.15,80495
2018.1.16,82564
2018.1.17,80766
2018.1.18,79748
2018.1.19,79633
2018.1.20,67813
2018.1.21,63917
2018.1.22,80609
2018.1.23,85442
2018.1.24,86277
2018.1.25,87247
2018.1.26,87063
2018.1.27,74418
2018.1.28,68496
2018.1.29,86561
2018.1.30,86754
2018.1.31,85260
2018.2.1,83904
2018.2.2,84653
2018.2.3,72685
2018.2.4,69711
2018.2.5,87623
2018.2.6,88238
2018.2.7,87513
2018.2.8,87277
2018.2.9,84660
2018.2.10,71240
2018.2.11,68538
2018.2.12,86637
2018.2.13,83809
2018.2.14,77843
2018.2.15,63182
2018.2.16,57733
2018.2.17,59867
2018.2.18,61172
2018.2.19,76438
2018.2.20,79383
2018.2.21,80128
2018.2.22,79662
2018.2.23,79069
2018.2.24,66278
2018.2.25,63005
2018.2.26,76656
2018.2.27,77133
2018.2.28,78122
2018.3.1,68728
2018.3.2,76433
2018.3.3,64571
2018.3.4,58887
2018.3.5,77198
2018.3.6,74384
2018.3.7,75974
2018.3.8,78855
2018.3.9,75922
2018.3.10,64427
2018.3.11,59781
2018.3.12,73285
2018.3.13,71017
2018.3.14,68060
2018.3.15,71174
2018.3.16,72510
2018.3.17,61946
2018.3.18,58324
2018.3.19,72795
2018.3.20,72583
2018.3.21,78017
2018.3.22,73423
2018.3.23,72231
2018.3.24,61698
2018.3.25,57513
2018.3.26,69467
2018.3.27,67622
2018.3.28,66068
2018.3.29,67110
2018.3.30,65637
2018.3.31,57558
2018.4.1,56397
2018.4.2,65846
2018.4.3,66335
2018.4.4,68281
2018.4.5,70520
2018.4.6,69296
2018.4.7,60912
2018.4.8,58110
2018.4.9,68149
2018.4.10,66523
2018.4.11,65533
2018.4.12,66438
2018.4.13,66251
2018.4.14,62481
2018.4.15,56623
2018.4.16,65800
2018.4.17,66456
2018.4.18,65506
2018.4.19,66264
2018.4.20,65575
2018.4.21,57277
2018.4.22,56420
2018.4.23,69692
2018.4.24,68449
2018.4.25,64939
2018.4.26,65403
2018.4.27,64547
2018.4.28,56946
2018.4.29,55893
2018.4.30,64781
2018.5.1,60435
2018.5.2,67840
2018.5.3,65747
2018.5.4,63828
2018.5.5,56278
2018.5.6,55321
2018.5.7,60354
2018.5.8,65600
2018.5.9,65350
2018.5.10,65752
2018.5.11,65425
2018.5.12,60553
2018.5.13,55959
2018.5.14,66805
2018.5.15,70067
2018.5.16,72229
2018.5.17,73173
2018.5.18,70160
2018.5.19,57867
2018.5.20,55326
2018.5.21,64307
2018.5.22,60900
2018.5.23,65409
2018.5.24,66977
2018.5.25,67071
2018.5.26,58811
2018.5.27,56576
2018.5.28,70232
2018.5.29,70664
2018.5.30,70407
2018.5.31,69024
2018.6.1,70127
2018.6.2,59990
2018.6.3,58359
2018.6.4,71429
2018.6.5,71221
2018.6.6,65117
2018.6.7,73379
2018.6.8,71187
2018.6.9,61116
2018.6.10,56753
2018.6.11,68243
2018.6.12,68930
2018.6.13,65009
2018.6.14,68133
2018.6.15,68421
2018.6.16,58833
2018.6.17,58275
2018.6.18,73210
2018.6.19,72215
2018.6.20,72551
2018.6.21,72656
2018.6.22,73832
2018.6.23,61832
2018.6.24,60899
2018.6.25,76606
2018.6.26,75237
2018.6.27,74803
2018.6.28,74820
2018.6.29,75049
2018.6.30,65571
2018.7.1,60609
2018.7.2,75611
2018.7.3,77312
2018.7.4,78919
2018.7.5,77530
2018.7.6,73639
2018.7.7,60855
2018.7.8,58944
2018.7.9,70920
2018.7.10,76258
2018.7.11,79406
2018.7.12,81393
2018.7.13,82076
2018.7.14,70700
2018.7.15,69798
2018.7.16,86306
2018.7.17,86286
2018.7.18,86710
2018.7.19,87591
2018.7.20,88080
2018.7.21,76999
2018.7.22,73794
2018.7.23,90695
2018.7.24,92478
2018.7.25,90399
2018.7.26,90682
2018.7.27,90678
2018.7.28,77487
2018.7.29,72063
2018.7.30,82882
2018.7.31,83087
2018.8.1,82486
2018.8.2,82283
2018.8.3,81589
2018.8.4,74087
2018.8.5,74791
2018.8.6,88816
2018.8.7,88873
2018.8.8,88955
2018.8.9,88582
2018.8.10,87807
2018.8.11,75167
2018.8.12,73509
2018.8.13,91405
2018.8.14,91548
2018.8.15,83275
2018.8.16,88720
2018.8.17,80289
2018.8.18,67131
2018.8.19,66730
2018.8.20,83917
2018.8.21,84025
2018.8.22,87911
2018.8.23,84786
2018.8.24,79844
2018.8.25,68483
2018.8.26,61434
2018.8.27,77224
2018.8.28,79359
2018.8.29,80284
2018.8.30,81281
2018.8.31,77420
2018.9.1,65117
2018.9.2,62574
2018.9.3,78405
2018.9.4,76268
2018.9.5,75416
2018.9.6,76604
2018.9.7,73304
2018.9.8,61542
2018.9.9,59747
2018.9.10,72230
2018.9.11,71320
2018.9.12,73004
2018.9.13,73607
2018.9.14,73530
2018.9.15,64896
2018.9.16,61788
2018.9.17,73080
2018.9.18,72897
2018.9.19,72654
2018.9.20,71784
2018.9.21,69729
2018.9.22,57029
2018.9.23,51604
2018.9.24,47981
2018.9.25,51414
2018.9.26,55992
2018.9.27,65404
2018.9.28,66524
2018.9.29,59632
2018.9.30,57311
2018.10.1,66789
2018.10.2,66291
2018.10.3,63204
2018.10.4,68210
2018.10.5,68545
2018.10.6,60380
2018.10.7,56947
2018.10.8,66445
2018.10.9,63339
2018.10.10,67212
2018.10.11,67931
2018.10.12,66908
2018.10.13,58171
2018.10.14,57197
2018.10.15,67919
2018.10.16,68140
2018.10.17,67428
2018.10.18,68273
2018.10.19,66699
2018.10.20,58460
2018.10.21,57268
2018.10.22,67942
2018.10.23,68261
2018.10.24,67241
2018.10.25,68029
2018.10.26,68352
2018.10.27,59055
2018.10.28,57363
2018.10.29,69629
2018.10.30,70329
2018.10.31,69211
2018.11.1,69302
2018.11.2,68213
2018.11.3,59940
2018.11.4,58032
2018.11.5,68082
2018.11.6,68452
2018.11.7,70063
2018.11.8,71046
2018.11.9,69575
2018.11.10,59583
2018.11.11,58243
2018.11.12,67888
2018.11.13,69176
2018.11.14,69403
2018.11.15,69041
2018.11.16,71160
2018.11.17,60668
2018.11.18,59566
2018.11.19,71325
2018.11.20,72086
2018.11.21,74205
2018.11.22,73930
2018.11.23,74515
2018.11.24,66283
2018.11.25,60418
2018.11.26,74393
2018.11.27,74408
2018.11.28,74495
2018.11.29,75914
2018.11.30,74676
2018.12.1,63484
2018.12.2,60232
2018.12.3,73728
2018.12.4,73600
2018.12.5,76287
2018.12.6,78157
2018.12.7,82072
2018.12.8,69510
2018.12.9,67263
2018.12.10,83776
2018.12.11,85463
2018.12.12,83447
2018.12.13,83702
2018.12.14,83871
2018.12.15,70400
2018.12.16,65711
2018.12.17,81991
2018.12.18,81939
2018.12.19,80550
2018.12.20,81081
2018.12.21,79490
2018.12.22,65656
2018.12.23,63817
2018.12.24,77453
2018.12.25,67836
2018.12.26,79897
2018.12.27,84377
2018.12.28,86083
2018.12.29,71171
2018.12.30,67295
2018.12.31,74652
2019.1.1,65493
2019.1.2,82437
2019.1.3,84196
2019.1.4,84746
2019.1.5,69496
2019.1.6,66493
2019.1.7,84074
2019.1.8,83818
2019.1.9,85392
2019.1.10,83833
2019.1.11,81941
2019.1.12,68147
2019.1.13,64545
2019.1.14,81783
2019.1.15,81378
2019.1.16,84401
2019.1.17,82611
2019.1.18,81668
2019.1.19,67950
2019.1.20,65830
2019.1.21,82668
2019.1.22,81134
2019.1.23,80794
2019.1.24,80239
2019.1.25,81007
2019.1.26,68954
2019.1.27,65189
2019.1.28,80399
2019.1.29,81215
2019.1.30,80741
2019.1.31,83652
2019.2.1,80556
2019.2.2,67202
2019.2.3,60334
2019.2.4,57603
2019.2.5,55340
2019.2.6,56835
2019.2.7,72824
2019.2.8,79253
2019.2.9,67498
2019.2.10,65225
2019.2.11,81369
2019.2.12,81684
2019.2.13,80849
2019.2.14,81477
2019.2.15,81471
2019.2.16,67769
2019.2.17,64033
2019.2.18,80394
2019.2.19,82869
2019.2.20,79777
2019.2.21,78291
2019.2.22,77656
2019.2.23,65016
2019.2.24,60881
2019.2.25,74848
2019.2.26,74488
2019.2.27,74792
2019.2.28,73115
2019.3.1,63532
2019.3.2,60563
2019.3.3,59211
2019.3.4,71880
2019.3.5,73603
2019.3.6,73573
2019.3.7,72780
2019.3.8,72390
2019.3.9,62527
2019.3.10,59584
2019.3.11,72149
2019.3.12,73773
2019.3.13,74136
2019.3.14,73378
2019.3.15,73568
2019.3.16,63088
2019.3.17,59480
2019.3.18,72008
2019.3.19,70866
2019.3.20,71675
2019.3.21,71884
2019.3.22,71617
2019.3.23,62029
2019.3.24,59274
2019.3.25,72375
2019.3.26,70390
2019.3.27,68679
2019.3.28,68576
2019.3.29,67957
2019.3.30,59993
2019.3.31,59005
2019.4.1,68918
2019.4.2,69375
2019.4.3,68911
2019.4.4,68612
2019.4.5,69788
2019.4.6,59799
2019.4.7,57246
2019.4.8,66789
2019.4.9,70499
2019.4.10,73010
2019.4.11,68823
2019.4.12,65841
2019.4.13,58741
2019.4.14,57347
2019.4.15,65652
2019.4.16,65846
2019.4.17,64858
2019.4.18,65665
2019.4.19,67286
2019.4.20,57536
2019.4.21,56357
2019.4.22,65036
2019.4.23,67676
2019.4.24,66843
2019.4.25,68406
2019.4.26,68703
2019.4.27,58248
2019.4.28,56304
2019.4.29,68904
2019.4.30,65866
2019.5.1,59257
2019.5.2,64347
2019.5.3,63488
2019.5.4,55891
2019.5.5,54877
2019.5.6,59232
2019.5.7,64119
2019.5.8,65191
2019.5.9,64637
2019.5.10,65051
2019.5.11,56737
2019.5.12,55971
2019.5.13,66385
2019.5.14,66716
2019.5.15,68076
2019.5.16,69631
2019.5.17,69583
2019.5.18,58102
2019.5.19,57545
2019.5.20,64838
2019.5.21,65571
2019.5.22,66689
2019.5.23,68535
2019.5.24,70964
2019.5.25,58952
2019.5.26,57613
2019.5.27,69700
2019.5.28,66168
2019.5.29,67474
2019.5.30,68850
2019.5.31,64992
2019.6.1,56860
2019.6.2,56758
2019.6.3,69235
2019.6.4,70611
2019.6.5,70897
2019.6.6,65996
2019.6.7,65956
2019.6.8,57222
2019.6.9,56627
2019.6.10,67097
2019.6.11,67125
2019.6.12,68360
2019.6.13,69302
2019.6.14,70094
2019.6.15,58299
2019.6.16,57589
2019.6.17,69144
2019.6.18,70283
2019.6.19,71045
2019.6.20,72419
2019.6.21,71392
2019.6.22,59611
2019.6.23,58504
2019.6.24,72358
2019.6.25,74192
2019.6.26,72691
2019.6.27,75206
2019.6.28,73877
2019.6.29,61863
2019.6.30,60661
2019.7.1,73799
2019.7.2,73871
2019.7.3,74051
2019.7.4,75978
2019.7.5,77081
2019.7.6,64664
2019.7.7,61231
2019.7.8,74511
2019.7.9,74847
2019.7.10,73582
2019.7.11,73762
2019.7.12,73720
2019.7.13,62192
2019.7.14,62384
2019.7.15,75227
2019.7.16,77005
2019.7.17,77875
2019.7.18,78538
2019.7.19,81037
2019.7.20,68096
2019.7.21,64826
2019.7.22,81923
2019.7.23,84164
2019.7.24,82716
2019.7.25,82349
2019.7.26,80943
2019.7.27,71548
2019.7.28,67137
2019.7.29,80114
2019.7.30,81567
2019.7.31,78182
2019.8.1,77967
2019.8.2,77913
2019.8.3,70485
2019.8.4,70852
2019.8.5,82885
2019.8.6,82491
2019.8.7,81077
2019.8.8,84356
2019.8.9,85400
2019.8.10,75211
2019.8.11,73304
2019.8.12,86941
2019.8.13,90314
2019.8.14,90052
2019.8.15,75693
2019.8.16,81147
2019.8.17,68337
2019.8.18,66051
2019.8.19,81590
2019.8.20,83162
2019.8.21,83782
2019.8.22,82264
2019.8.23,79012
2019.8.24,64735
2019.8.25,63326
2019.8.26,79478
2019.8.27,77998
2019.8.28,79037
2019.8.29,76683
2019.8.30,73735
2019.8.31,63393
2019.9.1,61847
2019.9.2,76231
2019.9.3,77067
2019.9.4,77939
2019.9.5,79390
2019.9.6,79916
2019.9.7,68972
2019.9.8,65686
2019.9.9,78980
2019.9.10,78650
2019.9.11,73271
2019.9.12,55025
2019.9.13,50583
2019.9.14,55077
2019.9.15,58401
2019.9.16,71926
2019.9.17,72654
2019.9.18,71310
2019.9.19,71203
2019.9.20,68997
2019.9.21,60423
2019.9.22,57175
2019.9.23,67955
2019.9.24,68030
2019.9.25,69484
2019.9.26,70942
2019.9.27,70695
2019.9.28,61652
2019.9.29,59910
2019.9.30,72703
2019.10.1,73550
2019.10.2,72674
2019.10.3,65389
2019.10.4,69517
2019.10.5,58463
2019.10.6,56929
2019.10.7,67701
2019.10.8,66068
2019.10.9,62364
2019.10.10,66814
2019.10.11,65826
2019.10.12,56963
2019.10.13,56189
2019.10.14,66445
2019.10.15,66840
2019.10.16,65339
2019.10.17,65896
2019.10.18,66319
2019.10.19,57570
2019.10.20,56578
2019.10.21,66898
2019.10.22,67468
2019.10.23,67006
2019.10.24,66741
2019.10.25,65970
2019.10.26,57066
2019.10.27,56033
2019.10.28,66673
2019.10.29,67119
2019.10.30,66526
2019.10.31,66888
2019.11.1,65117
2019.11.2,56973
2019.11.3,56036
2019.11.4,65979
2019.11.5,66471
2019.11.6,65837
2019.11.7,66635
2019.11.8,66895
2019.11.9,58848
2019.11.10,57626
2019.11.11,67084
2019.11.12,68342
2019.11.13,71244
2019.11.14,72026
2019.11.15,70876
2019.11.16,60421
2019.11.17,58646
2019.11.18,71848
2019.11.19,74393
2019.11.20,74148
2019.11.21,74041
2019.11.22,71571
2019.11.23,60030
2019.11.24,57696
2019.11.25,74250
2019.11.26,72776
2019.11.27,73684
2019.11.28,73693
2019.11.29,73720
2019.11.30,62203
2019.12.1,60978
2019.12.2,76453
2019.12.3,77950
2019.12.4,76624
2019.12.5,80251
2019.12.6,81787
2019.12.7,67875
2019.12.8,64092
2019.12.9,80600
2019.12.10,79201
2019.12.11,76860
2019.12.12,78241
2019.12.13,79110
2019.12.14,64861
2019.12.15,61405
2019.12.16,76425
2019.12.17,77487
2019.12.18,77666
2019.12.19,77689
2019.12.20,79158
2019.12.21,66564
2019.12.22,62827
2019.12.23,78779
2019.12.24,79456
2019.12.25,65610
2019.12.26,79431
2019.12.27,78548
2019.12.28,65014
2019.12.29,62540
2019.12.30,75158
2019.12.31,76223
2020.1.1,64007
2020.1.2,77180
2020.1.3,78269
2020.1.4,65628
2020.1.5,63231
2020.1.6,81890
2020.1.7,80147
2020.1.8,79002
2020.1.9,79160
2020.1.10,79247
2020.1.11,66148
2020.1.12,64008
2020.1.13,80242
2020.1.14,82329
2020.1.15,81195
2020.1.16,82352
2020.1.17,81303
2020.1.18,67399
2020.1.19,64497
2020.1.20,78922
2020.1.21,79627
2020.1.22,81438
2020.1.23,76229
2020.1.24,60789
2020.1.25,54692
2020.1.26,55281
2020.1.27,59961
2020.1.28,72476
2020.1.29,76016
2020.1.30,74457
2020.1.31,75262
2020.2.1,63369
2020.2.2,61882
2020.2.3,76775
2020.2.4,77877
2020.2.5,80770
2020.2.6,81493
2020.2.7,79761
2020.2.8,65470
2020.2.9,62873
2020.2.10,76445
2020.2.11,75830
2020.2.12,77688
2020.2.13,74042
2020.2.14,72476
2020.2.15,60935
2020.2.16,63497
2020.2.17,80648
2020.2.18,80338
2020.2.19,77972
2020.2.20,74510
2020.2.21,73398
2020.2.22,62123
2020.2.23,60988
2020.2.24,71041
2020.2.25,76417
2020.2.26,72005
2020.2.27,70327
2020.2.28,74398
2020.2.29,61341
2020.3.1,59052
2020.3.2,70171
2020.3.3,69937
2020.3.4,71207
2020.3.5,71279
2020.3.6,70461
2020.3.7,61624
2020.3.8,57799
2020.3.9,69348
2020.3.10,73329
2020.3.11,69189
2020.3.12,69187
2020.3.13,69141
2020.3.14,61420
2020.3.15,59745
2020.3.16,69166
2020.3.17,70633
2020.3.18,67700
2020.3.19,68829
2020.3.20,65269
2020.3.21,58825
2020.3.22,56264
2020.3.23,65294
2020.3.24,65456
2020.3.25,64440
2020.3.26,66984
2020.3.27,67487
2020.3.28,57706
2020.3.29,56117
2020.3.30,64310
2020.3.31,64045
2020.4.1,65397
2020.4.2,64793
2020.4.3,63334
2020.4.4,57117
2020.4.5,56568
2020.4.6,64714
2020.4.7,64082
2020.4.8,64227
2020.4.9,64862
2020.4.10,63376
2020.4.11,56756
2020.4.12,56211
2020.4.13,64411
2020.4.14,62808
2020.4.15,59614
2020.4.16,63018
2020.4.17,66699
2020.4.18,55711
2020.4.19,56027
2020.4.20,64906
2020.4.21,64403
2020.4.22,63868
2020.4.23,64118
2020.4.24,62099
2020.4.25,56341
2020.4.26,54785
2020.4.27,62669
2020.4.28,61242
2020.4.29,59574
2020.4.30,55855
2020.5.1,53435
2020.5.2,52776
2020.5.3,53877
2020.5.4,57080
2020.5.5,56310
2020.5.6,61479
2020.5.7,62127
2020.5.8,62506
2020.5.9,55520
2020.5.10,54608
2020.5.11,61467
2020.5.12,61820
2020.5.13,61203
2020.5.14,62498
2020.5.15,64508
